issue,titre,url,type,scope,priorite,milestone,resume,etat_code,confiance_etat,preuve_locale,score_detection,premier_commit,date_premier_commit,sujet_premier_commit,confiance_premier_commit,dernier_commit,date_dernier_commit,sujet_dernier_commit,confiance_dernier_commit,prochaine_action
29,Story 6.1: PEP/Sanctions List Seeding & Weekly Cron Sync,https://github.com/Ken-Andre/bicec-veripass/issues/29,Story,"backend, database, aml",,M4 - Back-Office MVP,Story 6.1: PEP/Sanctions List Seeding & Weekly Cron Sync: Downloads latest lists from OpenSanctions/UN/EU/OFAC; Normalizes and upserts records into pep_sanctions PostgreSQL table,Terminé probable,haute,"`pep_sanctions` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; `audit_logs` dans `code/backend/tests/test_rbac.py`; fichiers proches: `CHANGELOG.md`, `code/scripts/seed_kyc_compliance_visual_demo.py`, `code/backend/tests/test_rbac.py`",22,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
28,Story 5.3: Jean's Decision Actions (Approve / Reject / Request Info),https://github.com/Ken-Andre/bicec-veripass/issues/28,Story,produit,,M4 - Back-Office MVP,Story 5.3: Jean's Decision Actions (Approve / Reject / Request Info): kyc_session status → READY_FOR_OPS; Audit log event DOSSIER_APPROVED recorded,Terminé probable,haute,"`kyc_session` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; `READY_FOR_OPS` dans `code/backoffice/src/types/kyc.ts`; `DOSSIER_APPROVED` dans `code/mobile/src/views/dashboard/NotificationsScreen.tsx`; fichiers proches: `code/backoffice/src/types/kyc.ts`, `code/mobile/src/views/dashboard/NotificationsScreen.tsx`, `code/scripts/seed_kyc_compliance_visual_demo.py`",43,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
27,"Story 5.2: Side-by-Side Evidence Inspector (""Zoom + Compare"")",https://github.com/Ken-Andre/bicec-veripass/issues/27,Story,frontend,,M4 - Back-Office MVP,"Story 5.2: Side-by-Side Evidence Inspector (""Zoom + Compare""): CNI Recto, Verso, bill, and selfie are displayed as high-res images with pan/zoom capability; Extracted OCR fields are displayed in an adjacent panel",Terminé probable,haute,"`audit_logs` dans `code/backend/tests/test_rbac.py`; fichiers proches: `code/backend/tests/test_rbac.py`, `CHANGELOG.md`, `docs/schema/ddl-complete.sql`",17,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
26,Story 5.1: Jean's Prioritized Dossier Queue,https://github.com/Ken-Andre/bicec-veripass/issues/26,Story,frontend,,M4 - Back-Office MVP,"Story 5.1: Jean's Prioritized Dossier Queue: He sees a queue of dossiers with status=PENDING_KYC; Sorting priority: (1) Escalated SLA flags first, (2) Lowest global_confidence_score, (3) FIFO",Partiellement terminé,moyenne,"fichiers proches: `CHANGELOG.md`, `paddleocr_test/notebooks/ocr_utils.py`, `docs/schema/ddl-complete.sql`",12,,,,,,,,,Planifier le reste à faire ou expliciter le périmètre réellement livré.
25,Story 4.4: Global Dossier Confidence Score & Duplicate Detection,https://github.com/Ken-Andre/bicec-veripass/issues/25,Story,produit,,M3 - AI Engine Complete,Story 4.4: Global Dossier Confidence Score & Duplicate Detection: Computes single weighted confidence score: OCR accuracy + liveness + face match + coherence; Score stored in kyc_sessions.global_confidence_score,Terminé probable,haute,"`users` dans `CHANGELOG.md`; `pg_trgm` dans `code/backend/alembic/versions/012_aml.py`; `kyc_sessions` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; fichiers proches: `CHANGELOG.md`, `code/backend/alembic/versions/012_aml.py`, `code/scripts/seed_kyc_compliance_visual_demo.py`",31,c5bc962c3365,2026-05-03,chore: backend linting and shared infrastructure updates,"haute: users, kyc_sessions",c5bc962c3365,2026-05-03,chore: backend linting and shared infrastructure updates,"haute: users, kyc_sessions",Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
24,Story 4.3: Biometric Face Matching (DeepFace) & Liveness Scoring (MiniFASNet),https://github.com/Ken-Andre/bicec-veripass/issues/24,Story,"security, ai-engine",,M3 - AI Engine Complete,Story 4.3: Biometric Face Matching (DeepFace) & Liveness Scoring (MiniFASNet): DeepFace performs 1:1 face matching and returns a similarity score; MiniFASNet returns an anti-spoofing/liveness score,Terminé probable,haute,"`biometric_results` dans `code/backend/alembic/versions/d6e8c2e05497_initial_schema.py`; fichiers proches: `code/backend/alembic/versions/d6e8c2e05497_initial_schema.py`, `CHANGELOG.md`, `paddleocr_test/notebooks/ocr_utils.py`",17,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
23,Story 4.2: GLM-OCR Fallback & Bill Semantic Extraction (Celery),https://github.com/Ken-Andre/bicec-veripass/issues/23,Story,"backend, ai-engine",,M3 - AI Engine Complete,Story 4.2: GLM-OCR Fallback & Bill Semantic Extraction (Celery): Worker runs sequentially (concurrency=1) to prevent CPU resource contention with FastAPI/PaddleOCR; Result is returned within 10-30 seconds (async execution is acceptable for back-office review),Terminé probable,haute,"`glm_ocr_jobs` dans `code/test_celery.py`; `ocr_fields` dans `code/backoffice/src/pages/validation/EvidenceViewerPage.tsx`; fichiers proches: `CHANGELOG.md`, `code/test_celery.py`, `code/backoffice/src/pages/validation/EvidenceViewerPage.tsx`",20,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
22,Story 4.1: PaddleOCR PP-OCRv5 Primary CNI Extraction Service,https://github.com/Ken-Andre/bicec-veripass/issues/22,Story,"backend, ai-engine",,M3 - AI Engine Complete,"Story 4.1: PaddleOCR PP-OCRv5 Primary CNI Extraction Service: Extracted fields: Nom, Prénom, Date de Naissance, Numéro CNI, Date de Délivrance, Lieu; Per-field confidence score returned",Terminé probable,moyenne,"`ocr_fields` dans `code/backoffice/src/pages/validation/EvidenceViewerPage.tsx`; `glm_ocr_jobs` dans `code/test_celery.py`; fichiers proches: `code/backoffice/src/pages/validation/EvidenceViewerPage.tsx`, `code/test_celery.py`, `CHANGELOG.md`",22,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
21,Story 3.4: Digital Consent Checkboxes & Dossier Submission,https://github.com/Ken-Andre/bicec-veripass/issues/21,Story,"mobile, address",,M3 - AI Engine Complete,"Story 3.4: Digital Consent Checkboxes & Dossier Submission: Three separate checkboxes: ""J'accepte les CGU"", ""J'accepte la Politique de Confidentialité"", ""J'accepte le traitement de mes données biométriques (Loi 2024-017)""; ""Soumettre mon dossier"" button is disabled until all three are checked",Terminé probable,haute,"`audit_logs` dans `code/backend/tests/test_rbac.py`; `kyc_session.status` dans `code/backend/app/modules/kyc/router.py`; `/kyc/submit` dans `code/scripts/run_kyc_happy_path_acceptance.py`; fichiers proches: `code/scripts/run_kyc_happy_path_acceptance.py`, `code/backend/tests/test_rbac.py`, `code/backend/app/modules/kyc/router.py`",34,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
20,Story 3.3: NIU Declaration or Upload (Regex validation + LIMITED_ACCESS flag),https://github.com/Ken-Andre/bicec-veripass/issues/20,Story,"mobile, address",critical,M3 - AI Engine Complete,Story 3.3: NIU Declaration or Upload (Regex validation + LIMITED_ACCESS flag): System validates format via Regex (Cameroonian NIU format); If valid → session flagged niu_declarative=true,Terminé probable,haute,"`niu_declarative=true` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; `access_level` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; `LIMITED_ACCESS` dans `code/mobile/src/views/dashboard/DashboardPage.tsx`; fichiers proches: `code/scripts/seed_kyc_compliance_visual_demo.py`, `code/mobile/src/views/dashboard/DashboardPage.tsx`, `CHANGELOG.md`",37,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
19,Story 3.2: Utility Bill Upload & GLM-OCR Extraction (ENEO/CAMWATER),https://github.com/Ken-Andre/bicec-veripass/issues/19,Story,"mobile, address",,M3 - AI Engine Complete,"Story 3.2: Utility Bill Upload & GLM-OCR Extraction (ENEO/CAMWATER): Image uploaded to POST /kyc/capture/utility_bill {utility_type: ENEO|CAMWATER}; API queues a Celery task for GLM-OCR extraction (bill date, agency name)",Terminé probable,haute,"`utility_bill` dans `code/mobile/src/views/kyc/BillUploadScreen.tsx`; `kyc_sessions` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; fichiers proches: `CHANGELOG.md`, `code/mobile/src/views/kyc/BillUploadScreen.tsx`, `code/scripts/seed_kyc_compliance_visual_demo.py`",23,f439367cf464,2026-03-13,fix: address code review feedback from PR #194,"haute: référence issue #19, address",68b8a083be16,2026-03-21,feat(db): add ADDRESS/AML/DWH Alembic migrations (#193 #136 #148),"haute: référence issue #19, address",Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
18,Story 3.1: Address Entry with Progressive Cascade Dropdowns + Optional GPS,https://github.com/Ken-Andre/bicec-veripass/issues/18,Story,"mobile, address",,M3 - AI Engine Complete,Story 3.1: Address Entry with Progressive Cascade Dropdowns + Optional GPS: Commune dropdown is populated based on selected Ville; Selecting a Commune populates the Quartier dropdown,Partiellement terminé,faible,"`kyc_session` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; fichiers proches: `code/scripts/seed_kyc_compliance_visual_demo.py`, `CHANGELOG.md`, `docs/BICEC-VERIPASS-VUE-ENSEMBLE.md`",18,2f61209b2a55,2026-03-20,"[INFRA] Setup Frontend Monitoring and Backend Security (#182, #174)",haute: référence issue #18,c192475c330d,2026-03-20,"feat(backend): Pagination globale des endpoints liste (#181) - Ajout de app/core/pagination.py : helper universel PageParams, PageResponse, paginate() - GET /backoffice/queue : dossiers KYC PENDING/SUBMITTED paginés (priorité + date) - GET /backoffice/audit-logs : logs d'audit paginés (plus récent d'abord) - GET /admin/users : liste utilisateurs paginée (plus récent d'abord) - Réponse unifiée : {items, total, page, pages, limit} sur tous les endpoints - Fix SQLAlchemy mapper init via import app.db.base dans les nouveaux routers - Testé en live sur le serveur Docker (200 OK sur les 3 endpoints)",haute: référence issue #18,Planifier le reste à faire ou expliciter le périmètre réellement livré.
17,Story 2.5: Session Resumption After Network Loss (Service Worker + IndexedDB),https://github.com/Ken-Andre/bicec-veripass/issues/17,Story,mobile,,M2 - Capture MVP,"Story 2.5: Session Resumption After Network Loss (Service Worker + IndexedDB): App displays ""Reprise de votre session... Nous avons sauvegardé votre progression."" within <2 seconds; PWA resumes at the last incomplete step",Partiellement terminé,moyenne,"fichiers proches: `CHANGELOG.md`, `docs/progress-tracker-M0-M1.md`, `code/backend/tests/test_kyc_auth_and_atms.py`",12,2f61209b2a55,2026-03-20,"[INFRA] Setup Frontend Monitoring and Backend Security (#182, #174)",haute: référence issue #17,85f58375b7f6,2026-03-20,"[AUTH-01][CAPTURE-08][ADMIN-02] Mobile: SMS OTP via Celery with Email fallback & Security: SHA-256 integrity utility and Input Validation (#47, #62, #175)",haute: référence issue #17,Planifier le reste à faire ou expliciter le périmètre réellement livré.
16,Story 2.4: OCR Extraction Review Screen (confidence badges + manual correction),https://github.com/Ken-Andre/bicec-veripass/issues/16,Story,mobile,,M2 - Capture MVP,"Story 2.4: OCR Extraction Review Screen (confidence badges + manual correction): All extracted fields displayed with confidence badges: green (≥85%), orange (60–84%), red (<60%); Fields: Nom, Prénom, Date de Naissance, Numéro CNI, Date de Délivrance, Lieu",Terminé probable,haute,"`human_corrected=true` dans `code/backend/app/modules/kyc/router.py`; `ocr_fields` dans `code/backoffice/src/pages/validation/EvidenceViewerPage.tsx`; `/kyc/ocr/confirm` dans `code/mobile/src/views/kyc/OcrReviewScreen.tsx`; fichiers proches: `code/backoffice/src/pages/validation/EvidenceViewerPage.tsx`, `code/mobile/src/views/kyc/OcrReviewScreen.tsx`, `CHANGELOG.md`",39,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
15,Story 2.3: Liveness Selfie with 3-Strike Lockout,https://github.com/Ken-Andre/bicec-veripass/issues/15,Story,"mobile, security",,M2 - Capture MVP,Story 2.3: Liveness Selfie with 3-Strike Lockout: MediaPipe WASM provides real-time landmark detection feedback; Video/frame uploaded to POST /kyc/capture/liveness,Terminé probable,moyenne,"`lockout_count_24h` dans `code/mobile/src/types/index.ts`; `/kyc/capture/liveness` dans `code/backend/tests/test_kyc_router.py`; `Story 2.3` dans `docs/progress-tracker-M0-M1.md`; fichiers proches: `CHANGELOG.md`, `code/mobile/src/types/index.ts`, `code/backend/tests/test_kyc_router.py`",27,,,,,,,,,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
14,Story 2.2: CNI Verso Capture,https://github.com/Ken-Andre/bicec-veripass/issues/14,Story,mobile,,M2 - Capture MVP,"Story 2.2: CNI Verso Capture: Same MediaPipe WASM quality gate applies (>15 FPS, blur/glare detection); Image uploaded to POST /kyc/capture/cni {side: VERSO}",Terminé probable,haute,"`documents` dans `paddleocr_test/test_api_connection.py`; `/kyc/capture/cni` dans `code/scripts/run_kyc_happy_path_acceptance.py`; `session_id` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; fichiers proches: `code/scripts/seed_kyc_compliance_visual_demo.py`, `paddleocr_test/test_api_connection.py`, `CHANGELOG.md`",34,68b8a083be16,2026-03-21,feat(db): add ADDRESS/AML/DWH Alembic migrations (#193 #136 #148),haute: référence issue #14,68b8a083be16,2026-03-21,feat(db): add ADDRESS/AML/DWH Alembic migrations (#193 #136 #148),haute: référence issue #14,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
13,Story 2.1: CNI Recto Capture with Client-Side Quality Gate (MediaPipe WASM),https://github.com/Ken-Andre/bicec-veripass/issues/13,Story,"mobile, ai-engine",,M2 - Capture MVP,"Story 2.1: CNI Recto Capture with Client-Side Quality Gate (MediaPipe WASM): PWA uses MediaPipe WASM to assess frame quality at >15 FPS; Visual guidance indicators displayed: blur, glare, alignment rectangle overlay",Terminé probable,haute,"`documents` dans `paddleocr_test/test_api_connection.py`; `/kyc/capture/cni` dans `code/scripts/run_kyc_happy_path_acceptance.py`; `session_id` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; fichiers proches: `code/scripts/run_kyc_happy_path_acceptance.py`, `code/scripts/seed_kyc_compliance_visual_demo.py`, `CHANGELOG.md`",32,68b8a083be16,2026-03-21,feat(db): add ADDRESS/AML/DWH Alembic migrations (#193 #136 #148),haute: référence issue #13,68b8a083be16,2026-03-21,feat(db): add ADDRESS/AML/DWH Alembic migrations (#193 #136 #148),haute: référence issue #13,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
8,🏦 Epic 8: Client Relationship & Banking Discovery (Frontend-Only),https://github.com/Ken-Andre/bicec-veripass/issues/8,Epic,"backend, frontend, demo, address",critical,M6 - Analytics & Demo,🏦 Epic 8: Client Relationship & Banking Discovery (Frontend-Only): [ ] Story 8.1 — Plan Personalization Screen (Standard / Premium / Ultra swipeable tabs); [ ] Story 8.2 — Use-Case Personalization Selection (Everyday / Global / Investments chips),Partiellement terminé,faible,"`access_level` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; fichiers proches: `code/scripts/seed_kyc_compliance_visual_demo.py`, `CHANGELOG.md`, `docs/Fonctionnalité_Interaction_Erreurs.md`",19,2da10ef91dfa,2026-03-03,29:57 Geo-stategy #8: The trap,haute: référence issue #8,2da10ef91dfa,2026-03-03,29:57 Geo-stategy #8: The trap,haute: référence issue #8,Planifier le reste à faire ou expliciter le périmètre réellement livré.
7,"📊 Epic 7: Sylvie's Command Center, Audit & Compliance Export",https://github.com/Ken-Andre/bicec-veripass/issues/7,Epic,"analytics, address",,M6 - Analytics & Demo,"📊 Epic 7: Sylvie's Command Center, Audit & Compliance Export: [ ] Story 7.1 — SLA & Operational Health Dashboard (R/Y/G color-coded tiles, auto-refresh every 30s); [ ] Story 7.2 — Funnel Drop-Off Analytics (step-by-step conversion rates + time-to-completion histograms)",Partiellement terminé,faible,"fichiers proches: `CHANGELOG.md`, `docs/AUDIT-REPORT-2026-03-19.md`, `docs/BICEC-VERIPASS-VUE-ENSEMBLE.md`",11,,,,,,,,,Planifier le reste à faire ou expliciter le périmètre réellement livré.
6,⚖️ Epic 6: Thomas's AML/CFT Compliance & Administration,https://github.com/Ken-Andre/bicec-veripass/issues/6,Epic,"infrastructure, aml, address",,M5 - Full KYC Flow,⚖️ Epic 6: Thomas's AML/CFT Compliance & Administration: [ ] Story 6.1 — PEP/Sanctions List Seeding & Weekly Cron Sync (UN/EU/OFAC via OpenSanctions); [ ] Story 6.2 — AML Alert Review & PEP Screening (fuzzy match + justification workflow),Terminé probable,moyenne,"`pg_trgm` dans `code/backend/alembic/versions/012_aml.py`; `audit_logs` dans `code/backend/tests/test_rbac.py`; fichiers proches: `CHANGELOG.md`, `code/backend/alembic/versions/012_aml.py`, `code/backend/tests/test_rbac.py`",24,85f58375b7f6,2026-03-20,"[AUTH-01][CAPTURE-08][ADMIN-02] Mobile: SMS OTP via Celery with Email fallback & Security: SHA-256 integrity utility and Input Validation (#47, #62, #175)",haute: référence issue #6,85f58375b7f6,2026-03-20,"[AUTH-01][CAPTURE-08][ADMIN-02] Mobile: SMS OTP via Celery with Email fallback & Security: SHA-256 integrity utility and Input Validation (#47, #62, #175)",haute: référence issue #6,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
5,🔍 Epic 5: Jean's KYC Validation Desk,https://github.com/Ken-Andre/bicec-veripass/issues/5,Epic,address,,M5 - Full KYC Flow,"🔍 Epic 5: Jean's KYC Validation Desk: [ ] Story 5.1 — Jean's Prioritized Dossier Queue (FIFO + confidence score + SLA escalation flags); [ ] Story 5.2 — Side-by-Side Evidence Inspector ""Zoom + Compare"" (Hi-res images + OCR fields + face match panel)",Terminé probable,haute,"`audit_logs` dans `code/backend/tests/test_rbac.py`; fichiers proches: `code/backend/tests/test_rbac.py`, `CHANGELOG.md`, `docs/schema/ddl-complete.sql`",15,34e4f24a0e00,2026-03-20,feat: add Redis integration with OTP support and rate limiting (#54),haute: référence issue #5,18464108c346,2026-03-20,feat(auth): add email OTP endpoints for dual authentication - Issue #50 AUTH-04,haute: référence issue #5,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
4,"🧠 Epic 4: Sovereign AI Engine — OCR, Biometrics & Dossier Scoring",https://github.com/Ken-Andre/bicec-veripass/issues/4,Epic,"backend, address",,M5 - Full KYC Flow,"🧠 Epic 4: Sovereign AI Engine — OCR, Biometrics & Dossier Scoring: [ ] Story 4.1 — PaddleOCR PP-OCRv5 Primary CNI Extraction Service (<5s, CPU-only); [ ] Story 4.2 — GLM-OCR 0.9B Fallback via Celery + Bill Semantic Extraction (10-30s async)",Terminé probable,moyenne,"`pg_trgm` dans `code/backend/alembic/versions/012_aml.py`; `glm_ocr_jobs` dans `code/test_celery.py`; `biometric_results` dans `code/backend/alembic/versions/d6e8c2e05497_initial_schema.py`; fichiers proches: `CHANGELOG.md`, `code/backend/alembic/versions/012_aml.py`, `code/test_celery.py`",32,85f58375b7f6,2026-03-20,"[AUTH-01][CAPTURE-08][ADMIN-02] Mobile: SMS OTP via Celery with Email fallback & Security: SHA-256 integrity utility and Input Validation (#47, #62, #175)","haute: référence issue #4, fallback, celery",85f58375b7f6,2026-03-20,"[AUTH-01][CAPTURE-08][ADMIN-02] Mobile: SMS OTP via Celery with Email fallback & Security: SHA-256 integrity utility and Input Validation (#47, #62, #175)","haute: référence issue #4, fallback, celery",Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
3,"📍 Epic 3: Address, NIU, Utility Bill & Legal Consent",https://github.com/Ken-Andre/bicec-veripass/issues/3,Epic,address,,M5 - Full KYC Flow,"📍 Epic 3: Address, NIU, Utility Bill & Legal Consent: [ ] Story 3.1 — Address Entry with Progressive Cascade Dropdowns (Ville → Commune → Quartier → Lieu-dit) + optional GPS; [ ] Story 3.2 — Utility Bill Upload & GLM-OCR Extraction (ENEO/CAMWATER toggle)",Terminé probable,haute,"`access_level` dans `code/scripts/seed_kyc_compliance_visual_demo.py`; `audit_logs` dans `code/backend/tests/test_rbac.py`; fichiers proches: `CHANGELOG.md`, `code/scripts/seed_kyc_compliance_visual_demo.py`, `code/backend/tests/test_rbac.py`",25,d27ed5ff2b9a,2026-04-13,Merge pull request #322 from Ken-Andre/CI-node-patch-1,haute: référence issue #3,de7897f62788,2026-05-23,Merge pull request #321 from Ken-Andre/develop,haute: référence issue #3,Utiliser les commits candidats pour dater le jalon; validation manuelle recommandée.
2,📱 Epic 2: Marie's Resilient KYC Capture Journey,https://github.com/Ken-Andre/bicec-veripass/issues/2,Epic,"mobile, address",,M2 - Capture MVP,📱 Epic 2: Marie's Resilient KYC Capture Journey: [ ] Story 2.1 — CNI Recto Capture with Client-Side Quality Gate (MediaPipe WASM); [ ] Story 2.2 — CNI Verso Capture,Partiellement terminé,moyenne,"fichiers proches: `CHANGELOG.md`, `docs/progress-tracker-M0-M1.md`, `docs/articles/guide-complet-ocr-systeme-production-cni-cameroun.md`",17,,,,,,,,,Planifier le reste à faire ou expliciter le périmètre réellement livré.
